NCH_SYMBOL, NCH_PREV_NAME, NCH_NEW_NAME, NCH_DT
RMFFM17FRD,Religare MF - Religare FMP SXVII Plan F - DP,Religare Invesco FMP - Series 17- Plan F - Dividend,04-JUL-2013
RMFFM17FRG,Religare MF - Religare FMP SXVII Plan F - Grw,Religare Invesco FMP - Series 17- Plan F - Growth,04-JUL-2013
RMFFM18ADG,Religare MF - Religare FMP SXVIII Plan A - DG,Religare Invesco FMP - Series 18- Plan A - Direct Plan  - Growth,04-JUL-2013
RMFFM18ARD,Religare MF - Religare FMP SXVIII Plan A - DP,Religare Invesco FMP - Series 18- Plan A - Dividend,04-JUL-2013
RMFFM18ARG,Religare MF - Religare FMP SXVIII Plan A - Grw,Religare Invesco FMP - Series 18- Plan A - Growth,04-JUL-2013
RMFFM18BDG,Religare Mutual Fund - Religare Fixed Maturity Plan Series XVIII Plan,Religare Invesco FMP - Series 18- Plan B - Direct Plan  - Growth,04-JUL-2013
RMFFM18BRG,Religare Mutual Fund - Religare Fixed Maturity Plan Series XVIII Plan,Religare Invesco FMP - Series 18- Plan B - Growth,04-JUL-2013
RMFFM18CDG,Religare MF - Religare FMP S XVIII Plan C - DG,Religare Invesco FMP - Series 18- Plan C - Direct Plan  - Growth,04-JUL-2013
RMFFM18CRG,Religare MF - Religare FMP S XVIII Plan C - G,Religare Invesco FMP - Series 18- Plan C - Growth,04-JUL-2013
RMFFM18DDG,Religare MF - Religare FMP Ser -XVIII Plan D - Dir - Grw,Religare Invesco FMP - Series 18- Plan D - Direct Plan  - Growth,04-JUL-2013
RMFFM18DRD,Religare MF - Religare FMP Ser -XVIII Plan D - DP,Religare Invesco FMP - Series 18- Plan D - Dividend,04-JUL-2013
RMFFM18DRG,Religare MF - Religare FMP Ser -XVIII Plan D - Gr,Religare Invesco FMP - Series 18- Plan D - Growth,04-JUL-2013
RMFFM18EDG,Religare MF - Religare FMP S XVIII - DG,Religare Invesco FMP - Series 18- Plan E - Growth,04-JUL-2013
RMFFM19EDG,Religare Invesco Mutual Fund - Religare Invesco FMP-S-XIX-P-E-3Y-DG,Invesco Mutual Fund - Invesco India FMP-S-XIX-P-E-3Y-DG,23-JUN-2016
RMFFM19ERD,Religare Invesco Mutual Fund - Religare Invesco FMP-S-XIX-P-E-3Y-RD,Invesco Mutual Fund - Invesco India FMP-S-XIX-P-E-3Y-RD,23-JUN-2016
RMFFM19ERG,Religare Invesco Mutual Fund - Religare Invesco FMP-S-XIX-P-E-3Y-RG,Invesco Mutual Fund - Invesco India FMP-S-XIX-P-E-3Y-RG,23-JUN-2016
RMFFM24DDG,Religare Invesco MF - Religare Invesco FMP Sr 24 Pl D - DP-GO,Invesco MF - Invesco India FMP Sr 24 Pl D - DP-GO,23-JUN-2016
RMFFM24DRD,Religare Invesco MF - Religare Invesco FMP Sr 24 Pl D - RP-DPO,Invesco MF - Invesco India FMP Sr 24 Pl D - RP-DPO,23-JUN-2016
RMFFM24DRG,Religare Invesco MF - Religare Invesco FMP Sr 24 Pl D - RP-GO,Invesco MF - Invesco India FMP Sr 24 Pl D - RP-GO,23-JUN-2016
RMFFM24FDG,Religare Invesco MF - Religare Invesco FMP Sr 24 Pl F - DP-GO,Invesco MF - Invesco India FMP Sr 24 Pl F - DP-GO,23-JUN-2016
RMFFM24FRG,Religare Invesco MF - Religare Invesco FMP Sr 24 Pl F - RP-GO,Invesco MF - Invesco India FMP Sr 24 Pl F - RP-GO,23-JUN-2016
RMFFM25ADD,Religare Invesco MF - Religare Invesco FMP Sr 25 Pl A - DP-DPO,Invesco MF - Invesco India FMP Sr 25 Pl A - DP-DPO,23-JUN-2016
RMFFM25ADG,Religare Invesco MF - Religare Invesco FMP Sr 25 Pl A - DP-GO,Invesco MF - Invesco India FMP Sr 25 Pl A - DP-GO,23-JUN-2016
RMFFM25ARD,Religare Invesco MF - Religare Invesco FMP Sr 25 Pl A - RP-DPO,Invesco MF - Invesco India FMP Sr 25 Pl A - RP-DPO,23-JUN-2016
RMFFM25ARG,Religare Invesco MF - Religare Invesco FMP Sr 25 Pl A - RP-GO,Invesco MF - Invesco India FMP Sr 25 Pl A - RP-GO,23-JUN-2016
RMFFM25CDD,Religare Invesco MF - Religare Invesco FMP Sr 25 Pl C - DP-DPO,Invesco MF - Invesco India FMP Sr 25 Pl C - DP-DPO,23-JUN-2016
RMFFM25CDG,Religare Invesco MF - Religare Invesco FMP Sr 25 Pl C - DP-GO,Invesco MF - Invesco India FMP Sr 25 Pl C - DP-GO,23-JUN-2016
RMFFM25CRD,Religare Invesco MF - Religare Invesco FMP Sr 25 Pl C - RP-DPO,Invesco MF - Invesco India FMP Sr 25 Pl C - RP-DPO,23-JUN-2016
RMFFM25CRG,Religare Invesco MF - Religare Invesco FMP Sr 25 Pl C - RP-GO,Invesco MF - Invesco India FMP Sr 25 Pl C - RP-GO,23-JUN-2016
RMFFM25DDG,Religare Invesco MF - Religare Invesco FMP Sr 25 Pl D - DP-GO,Invesco MF - Invesco India FMP Sr 25 Pl D - DP-GO,23-JUN-2016
RMFFM25DRG,Religare Invesco MF - Religare Invesco FMP Sr 25 Pl D - RP-GO,Invesco MF - Invesco India FMP Sr 25 Pl D - RP-GO,23-JUN-2016
RMFFM25FDG,Religare Invesco MF - Religare Invesco FMP Sr 25 Pl F - DP-GO,Invesco MF - Invesco India FMP Sr 25 Pl F - DP-GO,23-JUN-2016
RMFFM25FRG,Religare Invesco MF - Religare Invesco FMP Sr 25 Pl F - RP-GO,Invesco MF - Invesco India FMP Sr 25 Pl F - RP-GO,23-JUN-2016
RMFFM26ADD,Religare Inv MF - Religare Inv FMP Sr 26 Pl A - DSP-DPO,Invesco MF - Invesco India FMP Sr 26 Pl A - DSP-DPO,23-JUN-2016
RMFFM26ADG,Religare Inv MF - Religare Inv FMP Sr 26 Pl A - DSP-GO,Invesco MF - Invesco India FMP Sr 26 Pl A - DSP-GO,23-JUN-2016
RMFFM26ARD,Religare Inv MF - Religare Inv FMP Sr 26 Pl A - RSP-DPO,Invesco MF - Invesco India FMP Sr 26 Pl A - RSP-DPO,23-JUN-2016
RMFFM26ARG,Religare Inv MF - Religare Inv FMP Sr 26 Pl A - RSP-GO,Invesco MF - Invesco India FMP Sr 26 Pl A - RSP-GO,23-JUN-2016
RMFFM26CDD,Religare Inv MF - Religare Inv FMP Sr 26 Pl C - DSP-DPO,Invesco MF - Invesco India FMP Sr 26 Pl C - DSP-DPO,23-JUN-2016
RMFFM26CDG,Religare Inv MF - Religare Inv FMP Sr 26 Pl C - DSP-GO,Invesco MF - Invesco India FMP Sr 26 Pl C - DSP-GO,23-JUN-2016
RMFFM26CRD,Religare Inv MF - Religare Inv FMP Sr 26 Pl C - RSP-DPO,Invesco MF - Invesco India FMP Sr 26 Pl C - RSP-DPO,23-JUN-2016
RMFFM26CRG,Religare Inv MF - Religare Inv FMP Sr 26 Pl C - RSP-GO,Invesco MF - Invesco India FMP Sr 26 Pl C - RSP-GO,23-JUN-2016
RMFFM26EDG,Religare Inv MF - Religare Inv FMP Sr 26 Pl E - DSP-GO,Invesco MF - Invesco India FMP Sr 26 Pl E - DSP-GO,23-JUN-2016
RMFFM26ERG,Religare Inv MF - Religare Inv FMP Sr 26 Pl E - RSP-GO,Invesco MF - Invesco India FMP Sr 26 Pl E - RSP-GO,23-JUN-2016
RMFFM27ADG,Religare Invesco MF - Religare Invesco FMP Sr. 27 Plan A DSP - G,Invesco MF - Invesco India FMP Sr. 27 Plan A DSP - G,23-JUN-2016
RMFFM27ARD,Religare Invesco MF - Religare Invesco FMP Sr. 27 Plan A RSP - DP,Invesco MF - Invesco India FMP Sr. 27 Plan A RSP - DP,23-JUN-2016
RMFFM27ARG,Religare Invesco MF - Religare Invesco FMP Sr. 27 Plan A RSP - G,Invesco MF - Invesco India FMP Sr. 27 Plan A RSP - G,23-JUN-2016
RMFFM27CDG,Religare Inv MF - Religare Inv FMP Sr 27 Pl C - DSP-GO,Invesco MF - Invesco India FMP Sr 27 Pl C - DSP-GO,23-JUN-2016
RMFFM27CRG,Religare Inv MF - Religare Inv FMP Sr 27 Pl C - RSP-GO,Invesco MF - Invesco India FMP Sr 27 Pl C - RSP-GO,23-JUN-2016
RMFFMP15ED,Religare Mutual Fund - Religare FMP XV  Plan E - Dividend Payout,Religare Invesco FMP - Series 15- Plan E - Dividend,04-JUL-2013
RMFFMP15EG,Religare Mutual Fund - Religare FMP XV  Plan E - Growth,Religare Invesco FMP - Series 15- Plan E - Growth,04-JUL-2013
RMFFMP15FD,Religare Mutual Fund - Religare FMP XV  Plan F - Dividend Payout,Religare Invesco FMP - Series 15- Plan F - Dividend,04-JUL-2013
RMFFMP15FG,Religare Mutual Fund - Religare FMP XV  Plan F - Growth,Religare Invesco FMP - Series 15- Plan F - Growth,04-JUL-2013
RMFFMP16CD,Religare Mutual Fund - Religare FMP - SXVI - Plan C - DP,Religare Invesco FMP - Series 16- Plan C - Dividend,04-JUL-2013
RMFFMP16CG,Religare Mutual Fund - Religare FMP - SXVI - Plan C - Grw,Religare Invesco FMP - Series 16- Plan C - Growth,04-JUL-2013
RMFFMP16DD,Religare Mutual Fund - Religare FMP SXVI - Plan D - DP,Religare Invesco FMP - Series 16- Plan D - Dividend,04-JUL-2013
RMFFMP16DG,Religare Mutual Fund - Religare FMP SXVI - Plan D - Grw,Religare Invesco FMP - Series 16- Plan D - Growth,04-JUL-2013
RMFFMP19CG,Religare Inv MF - Religare Inv FMP - Sr XIX - Pl C - GO,Invesco MF - Invesco India FMP - Sr XIX - Pl C - GO,23-JUN-2016
RMFFMP19FG,Religare Inv MF - Religare Inv FMP - Sr XIX - Pl F - GO,Invesco MF - Invesco India FMP - Sr XIX - Pl F - GO,23-JUN-2016
RMFM19CDIG,Religare Inv MF - Religare Inv FMP - Sr XIX - Pl C - DP-GO,Invesco MF - Invesco India FMP - Sr XIX - Pl C - DP-GO,23-JUN-2016
RMFM19FDIG,Religare Inv MF - Religare Inv FMP - Sr XIX - Pl F - DP-GO,Invesco MF - Invesco India FMP - Sr XIX - Pl F - DP-GO,23-JUN-2016
RMFMP20BDG,Religare Inv MF - Religare Inv FMP Sr XX Pl B - DP-GO,Invesco MF - Invesco India FMP Sr XX Pl B - DP-GO,23-JUN-2016
RMFMP20BRD,Religare Inv MF - Religare Inv FMP Sr XX Pl B - RP-DPO,Invesco MF - Invesco India FMP Sr XX Pl B - RP-DPO,23-JUN-2016
RMFMP20BRG,Religare Inv MF - Religare Inv FMP Sr XX Pl B - RP-GO,Invesco MF - Invesco India FMP Sr XX Pl B - RP-GO,23-JUN-2016
RMFMP22FDG,Religare Inv MF - Religare Inv FMP Sr 22 Pl F - DP-GO,Invesco MF - Invesco India FMP Sr 22 Pl F - DP-GO,23-JUN-2016
RMFMP22FRG,Religare Inv MF - Religare Inv FMP Sr 22 Pl F - RP-GO,Invesco MF - Invesco India FMP Sr 22 Pl F - RP-GO,23-JUN-2016
RMFMP22GDG,Religare Inv MF - Religare Inv FMP Sr 22 Pl H - DP-GO,Invesco MF - Invesco India FMP Sr 22 Pl H - DP-GO,23-JUN-2016
RMFMP22HRG,Religare Inv MF - Religare Inv FMP Sr 22 Pl H - RP-GO,Invesco MF - Invesco India FMP Sr 22 Pl H - RP-GO,23-JUN-2016
RMFMP22LDG,Religare Inv MF - Religare Inv FMP Sr 22 Pl L - DP-GO,Invesco MF - Invesco India FMP Sr 22 Pl L - DP-GO,23-JUN-2016
RMFMP22LRG,Religare Inv MF - Religare Inv FMP Sr 22 Pl L - RP-GO,Invesco MF - Invesco India FMP Sr 22 Pl L - RP-GO,23-JUN-2016
RMFMP23ADG,Religare Inv MF - Religare Inv FMP Sr 23 Pl A - DP-GO,Invesco MF - Invesco India FMP Sr 23 Pl A - DP-GO,23-JUN-2016
RMFMP23ARD,Religare Inv MF - Religare Inv FMP Sr 23 Pl A - RP-DPO,Invesco MF - Invesco India FMP Sr 23 Pl A - RP-DPO,23-JUN-2016
RMFMP23ARG,Religare Inv MF - Religare Inv FMP Sr 23 Pl A - RP-GO,Invesco MF - Invesco India FMP Sr 23 Pl A - RP-GO,23-JUN-2016
RMFMP23EDG,Religare Inv MF - Religare Inv FMP Sr 23 Pl E - DP-GO,Invesco MF - Invesco India FMP Sr 23 Pl E - DP-GO,23-JUN-2016
RMFMP23ERG,Religare Inv MF - Religare Inv FMP Sr 23 Pl E - RP-GO,Invesco MF - Invesco India FMP Sr 23 Pl E - RP-GO,23-JUN-2016
RMFMP23HDG,Religare Inv MF - Religare Inv FMP Sr 23 Pl H - DP-GO,Invesco MF - Invesco India FMP Sr 23 Pl H - DP-GO,23-JUN-2016
RMFMP23HRD,Religare Inv MF - Religare Inv FMP Sr 23 Pl H - RP-DPO,Invesco MF - Invesco India FMP Sr 23 Pl H - RP-DPO,23-JUN-2016
RMFMP23HRG,Religare Inv MF - Religare Inv FMP Sr 23 Pl H - RP-GO,Invesco MF - Invesco India FMP Sr 23 Pl H - RP-GO,23-JUN-2016
RMFMP23JDG,Religare Inv MF - Religare Inv FMP Sr 23 Pl J - DP-GO,Invesco MF - Invesco India FMP Sr 23 Pl J - DP-GO,23-JUN-2016
RMFMP23JRG,Religare Inv MF - Religare Inv FMP Sr 23 Pl J - RP-GO,Invesco MF - Invesco India FMP Sr 23 Pl J - RP-GO,23-JUN-2016
RMFMP23LDG,Religare Inv MF - Religare Inv FMP Sr 23 Pl L - DP-GO,Invesco MF - Invesco India FMP Sr 23 Pl L - DP-GO,23-JUN-2016
RMFMP23LRG,Religare Inv MF - Religare Inv FMP Sr 23 Pl L - RP-GO,Invesco MF - Invesco India FMP Sr 23 Pl L - RP-GO,23-JUN-2016
RMFMP23ODD,Religare Inv MF - Religare Inv FMP Sr 23 Pl O - DP-DPO,Invesco MF - Invesco India FMP Sr 23 Pl O - DP-DPO,23-JUN-2016
RMFMP23ODG,Religare Inv MF - Religare Inv FMP Sr 23 Pl O - DP-GO,Invesco MF - Invesco India FMP Sr 23 Pl O - DP-GO,23-JUN-2016
RMFMP23ORG,Religare Inv MF - Religare Inv FMP Sr 23 Pl O - RP-GO,Invesco MF - Invesco India FMP Sr 23 Pl O - RP-GO,23-JUN-2016
ROOFITIND,ROOFIT INDUSTRIES LTD,Roofit Industries Limited,07-JUL-1999
ROOFITIND,ROOFIT INDUSTRIES LTD,Roofit Industries Ltd,07-JUL-1999
RPGCABLES,RPG Telecom Ltd,RPG Cables Limited,03-FEB-1998
RPGTLTD,SAE (India) Ltd,RPG Transmission Limited,07-APR-1997
RRMEDIPHAR,R R MEDI PHARMA LTD,Wockhardt Health Care Limited,26-DEC-1996
RRSLGETF,Reliance Mutual Fund - R*Shares Long Term Gilt ETF,Reliance ETF Long Term Gilt,31-MAR-2017
RSSOFTWARE,RS Software Ltd.,R. S. Software (India) Limited,15-JUN-2006
RSWM,Rajasthan Spg. & Wvg. Mills Ltd.,RSWM Limited,01-SEP-2006
RTNINFRA,Indiabulls Infrastructure and Power Limited,RattanIndia Infrastructure Limited,20-NOV-2014
RTNPOWER,Indiabulls Power Limited,RattanIndia Power Limited,20-NOV-2014
SAKHTISUG,Sakthi Sugars Ltd.,Sakthi Sugars Limited,01-MAY-1996
SAMBHAAV,Pearl Energy & Infrastructures Ltd.,Sambhaav Media Limited,19-NOV-2001
SANDESH,Sandesh Ltd,The Sandesh Limited,26-NOV-2002
SANOFI,Aventis Pharma Limited,Sanofi India Limited,11-JUL-2012
SAREGAMA,The Gramophone Company of India Limited,SAREGAMA INDIA LIMITED,02-JAN-2001
SASKEN,Sasken Communication Technologies Limited,Sasken Technologies Limited,08-MAR-2017
SASTASUNDR,Microsec Financial Services Limited,Sastasundar Ventures Limited,22-NOV-2016
SAURASHCEM,Saurashtra Cement & Chemical Industries Ltd,Saurashtra Cement Limited,11-AUG-1999
SBNPPFTP07,Sundaram BNP Paribas FTP-Ser R-18Mths -Dividend Payout Option,Sundaram Mutual Fund - Sundaram FTP R - Dividend Payout Option,26-NOV-2010
SBNPPFTP08,Sundaram BNP Paribas FTP-Ser R-18Mths-Growth Option,Sundaram Mutual Fund - Sundaram FTP R - Growth Option,26-NOV-2010
SBNPPFTP09,Sundaram BNP Paribas Mutual Fund-Sundaram BNP Paribas FTP-S-Dividend,Sundaram Mutual Fund - Sundaram FTP S - Dividend Payout Option,26-NOV-2010
SBNPPFTP10,Sundaram BNP Paribas Mutual Fund-Sundaram BNP Paribas FTP-S-Growth Opt,Sundaram Mutual Fund - Sundaram FTP S - Growth Option,26-NOV-2010
SBNPPFTP11, Sundaram BNP Paribas Mutual Fund- Sundaram BNP Paribas FTP -Y- Div PO,Sundaram Mutual Fund - Sundaram FTP Y - Dividend Payout Option,26-NOV-2010
SBNPPFTP12, Sundaram BNP Paribas Mutual Fund-Sundaram BNP Paribas FTP-Y-Grwth Opt,Sundaram Mutual Fund - Sundaram FTP Y - Growth Option,26-NOV-2010
SBNPPFTP13,Sundaram BNP Paribas Mutual Fund- Sundaram BNP Paribas FTP -Z- Div PO,Sundaram Mutual Fund - Sundaram FTP Z - Dividend Payout Option,26-NOV-2010
SBNPPFTP14,Sundaram BNP Paribas Mutual Fund-Sundaram BNP Paribas FTP-Z-Grwth Opt,Sundaram Mutual Fund - Sundaram FTP Z - Growth Option,26-NOV-2010
SBNPPFTP15,Sundaram BNP Paribas Mutual Fund- Sundaram BNP Paribas FTP -AA- Divd.,Sundaram Mutual Fund - Sundaram FTP AA - Dividend Payout Option,26-NOV-2010
SBNPPFTP16, Sundaram BNP Paribas Mutual Fund-Sundaram BNP Paribas FTP-AA-Grwth,Sundaram Mutual Fund - Sundaram FTP AA - Growth Option,26-NOV-2010
SBNPPFTP17, Sundaram BNP Paribas Mutual Fund- Sundaram BNP Paribas FTP -U- Divd.,Sundaram Mutual Fund - Sundaram FTP U - Dividend Payout Option,26-NOV-2010
SBNPPFTP18, Sundaram BNP Paribas Mutual Fund- Sundaram BNP Paribas FTP -U- Growth,Sundaram Mutual Fund - Sundaram FTP U - Growth Option,26-NOV-2010
SBNPPFTP19, Sundaram BNP Paribas Mutual Fund- Sundaram BNP Paribas FTP -AN- DPO,Sundaram Mutual Fund - Sundaram FTP AN - Dividend Payout Option,26-NOV-2010
SBNPPFTP20, Sundaram BNP Paribas Mutual Fund-Sundaram BNP Paribas FTP-AN-GO,Sundaram Mutual Fund - Sundaram FTP AN - Growth Option,26-NOV-2010
SBNPPFTP21, Sundaram BNP Paribas Mutual Fund- Sundaram BNP Paribas FTP AO- DPO,Sundaram Mutual Fund - Sundaram FTP AO - Dividend Payout Option,26-NOV-2010
SBNPPFTP22, Sundaram BNP Paribas Mutual Fund-Sundaram BNP Paribas FTP AO-GO,Sundaram Mutual Fund - Sundaram FTP AO - Growth Option,26-NOV-2010
SCHAEFFLER,FAG Bearings India Limited,Schaeffler India Limited,01-AUG-2017
SEAMECLTD,South East Asia Marine Engineering & Construction Limited,Seamec Limited,17-JUL-2007
SENSEXIWIN,ICICI Prudential Sensex ETF,ICICI Prudential Sensex iWIN ETF,25-JUL-2016
SETFGOLD,SBI Mutual Fund - SBI Gold Exchange Traded Scheme - Growth Option,SBI-ETF Gold,24-NOV-2015
SETFNIF50,SBI Mutual Fund - SBI-ETF Nifty,SBI-ETF Nifty 50,24-NOV-2015
SETFNIFBK,SBI Mutual Fund - SBI ETF Banking - SBI-ETF Banking,SBI-ETF Nifty Bank,24-NOV-2015
SETFNN50,SBI Mutual Fund - SBI-ETF Nifty Jr. - SBI-ETF Nifty Junior,SBI-ETF Nifty Next 50,24-NOV-2015
SEZALGLASS,Sejal Architectural Glass Limited,Sezal Glass Limited,14-JUL-2010
SGBNOV23,Sovereign Gold Bonds 2.75% GB 2023 Tr-1,SOVEREIGN GOLD BONDS 2.75% GB 2023 TR-I,15-SEP-2016
SGJHL,Shree Ganesh Jewellery House Limited,SHREE GANESH JEWELLERY HOUSE (I) LIMITED,03-APR-2013
SGL,Shivalik Global Limited,STL Global Limited,04-JAN-2008
SHARIABEES,R*Shares Shariah BeES,Reliance ETF Shariah BeES,31-MAR-2017
SHARTSEFOD,Sharat Seafoods Ltd,Sharat Industries Limited,09-JUL-1997
SHASUNPHAR,Shasun Chemicals and Drugs Limited,Shasun Pharmaceuticals Limited,28-JAN-2011
SHIRPUR-G,Agee Gold Refiners Limited,Shirpur Gold Refinery Limited,17-JAN-2013
SHIVTEX,Annamallai Finance Ltd,Shiva Texyarn Limited,12-SEP-2003
SHOPERSTOP,Shopper's Stop Limited,Shoppers Stop Limited,04-JUL-2011
SHREEKRPET,Shree Krishna Petro Yarns Ltd,Eskay K'n'IT (India) Limited,26-JUL-2000
SHREEKRPOL,Shree Krishna Polyester Ltd,KRISHNA LIFESTYLE TECHNOLOGIES LIMITED,25-OCT-2000
SHREYAS,Shreyas Shipping Ltd,Shreyas Shipping & Logistics Limited,03-APR-2006
SHRIASTER,Aster Silicates Limited,SHRI ASTER SILICATES LIMITED,03-FEB-2014
SICAL,South India Corporation (Agencies) Limited,Sical Logistics Limited,16-MAR-2006
SIEL,SHRIRAM INDUSTRIAL ENTERPRISES LTD,SIEL Limited,04-JUL-1996
SIGROUPIND,Schenectady Herdillia Limited,SI Group - India Limited,28-NOV-2006
SILINV,Sutlej Industries Ltd.,SIL Investments Limited,21-JUN-2007
SILVERLINE,Silverline Industries Ltd,SILVERLINE TECHNOLOGIES LTD,14-MAR-2001
SIMBHSUGAR,The Simbhaoli Sugar Mills Limited,Simbhaoli Sugars Limited,04-OCT-2006
SIMPLEXINF,Simplex Concrete Piles (I) Ltd,Simplex Infrastructures Limited,21-DEC-2005
SITINET,Siti Cable Network Limited,Siti Networks Limited,17-AUG-2016
SKFINDIA,SKF Bearings (India) Ltd.,SKF India Limited,20-OCT-2004
SKIL,Horizon Infrastructure Limited,SKIL Infrastructure Limited,24-MAR-2014
SKSIND,SKS Industries Ltd,SKS LIMITED,04-JUL-1996
SKUMARSYNF,S Kumar's Synfab Ltd.,S. Kumars Nationwide Limited,29-NOV-2000
SKUPOWER,S. Kumars Power Corporation Limited,Induj Enertech Limited,31-MAY-2000
SMARTLINK,D-Link (India) Limited,Smartlink Network Systems Limited,29-JUL-2009
SMLISUZU,Swaraj Mazda Limited,SML Isuzu Limited,17-JAN-2011
SMPL,Sujana Metal Products Limited,Splendid Metal Products Limited,17-FEB-2017
SOBHA,Sobha Developers Limited,Sobha Limited,18-NOV-2014
SOLARINDS,Solar Explosives Limited,Solar Industries India Limited,13-APR-2009
SOMANYCERA,SPL Ltd.,Somany Ceramics Limited,21-MAR-2007
SONASTEER,Sona Steering Systems Ltd,Sona Koyo Steering Systems Limited,11-AUG-1999
SORILHOLD,Indiabulls Wholesale Services Limited,SORIL Holdings and Ventures Limited,18-APR-2017
SORILINFRA,Store One Retail India Limited,SORIL Infra Resources Limited,10-JAN-2017
SOTL,Savita Chemicals Ltd,Savita Oil Technologies Limited,24-AUG-2009
SPECIALSTL,Special Steels Ltd,Tata SSL Limited,30-OCT-1996
SPECTACLE,Spectacle Infotek Limited,Spectacle Ventures Limited,17-DEC-2013
SPHEREGSL,Color Chips Limited,Sphere Global Services Limited,13-OCT-2015
SPICELEC,SPIC Electronics And Systems Ltd.,SPEL Semiconductor Limited,23-AUG-2000
SPICEMOBI,S Mobility Limited,Spice Mobility Limited,19-AUG-2014
SPICFINE,SPIC Fine Chemicals Ltd,Henkel Spic India Limited,26-JUN-1996
SPMLINFRA,Subhash Projects & Marketing Limited,SPML Infra Limited,14-MAY-2010
SQRDSFWARE,Square D Software Ltd,DSQ Software Limited,15-APR-1997
SQSBFSI,Thinksoft Global Services Limited,SQS India BFSI Limited,30-SEP-2014
SQUAREDBIO,DSQ Biotech Ltd.,Origin Agrostar Limited,22-OCT-2001
SREINFRA,Srei International Finance Ltd,SREI Infrastructure Finance Limited,05-OCT-2004
SRFFINANCE,SRF Finance Ltd,GE Capital Transportation Financial Services Limited,26-NOV-1997
SRIPIPES,Lanco Industries Limited,Srikalahasthi Pipes Limited,17-DEC-2014
SSLFINANCE,SSL Finance Ltd.,Archana Software Limited,31-AUG-1999
STAR,Strides Arcolab Limited,Strides Shasun Limited,12-JAN-2016
STEL,Sentinel Tea and Exports Limited,Stel Holdings Limited,08-NOV-2011
STERLINBIO,Sterling Tea And Industries Ltd,STERLING BIOTECH LTD,02-MAY-2001
STRTECH,Sterlite Optical Technologies Limited,Sterlite Technologies Limited,17-DEC-2007
SUBCAPCITY,SUBHASH CAPITAL CITY LIMITED,International Constructions Limited,12-AUG-1998
SUBEX,Subex Azure Limited,Subex Limited,28-JAN-2008
SUDAR,Sudar Garments Limited,Sudar Industries Limited,18-SEP-2012
SUMMIT,KEC Infrastructures Limited,Summit Securities Limited,21-APR-2008
SUNFLAG,Sunflag Iron And Steel Co. Ltd,Sunflag Iron And Steel Company Limited,30-SEP-2005
SUNPHARMA,Sun Pharmaceuticals Industries Limited,Sun Pharmaceutical Industries Limited,31-MAR-2017
SUNTV,Sun TV Limited,Sun TV Network Limited,24-APR-2007
SUPREMETEX,Supreme Yarns Limited,Supreme Tex Mart Limited,15-FEB-2008
SURANASOL,Surana Ventures Limited,SURANA SOLAR LIMITED,19-NOV-2014
SURANAT&P,Surana Telecom Ltd.,Surana Telecom and Power Limited,08-FEB-2010
SVOGL,Shiv-Vani Oil & Gas Exploration Services Limited,SVOGL OIL GAS AND ENERGY LIMITED,23-OCT-2015
SWELECTES,Numeric Power Systems Limited,Swelect Energy Systems Limited,09-JUL-2012
TARMAT,Roman Tarmat Limited,Tarmat Limited,12-SEP-2012
TATACOFFEE,Consolidated Coffee Ltd,TATA COFFEE LIMITED,30-AUG-2000
TATACOMM,Videsh Sanchar Nigam Ltd.,Tata Communications Limited,13-FEB-2008
TATAGLOBAL,Tata Tea Limited,Tata Global Beverages Limited,21-JUL-2010
TATAINFO,Tata Infomedia Ltd,Infomedia India Limited,15-MAR-2004
TATAINVEST,INVESTMENT CORPORATION OF INDIA LTD.,Tata Investment Corporation Limited,04-JUL-1996
TATAMOTORS,Tata Engineering And Locomotive Co. Ltd.,Tata Motors Limited,24-NOV-2003
TATASPONGE,Ipitata Sponge Iron Ltd,Tata Sponge Iron Limited,16-OCT-1996
TATASTEEL,Tata Iron and Steel Co. Ltd.,Tata Steel Limited,17-OCT-2005
TATAUNISYS,Tata Unisys Ltd,Tata Infotech Limited,25-JUN-1997
TATAVASHIS,TATA VASHISTI DETERGENTS LTD,Vashisti Detergents Limited,04-JUL-1996
TECHIN,Nath Seeds  Limited,TECHINDIA NIRMAN LIMITED,31-OCT-2014
TEXINFRA,Texmaco Limited,Texmaco Infrastructure & Holdings Limited,20-MAR-2012
TGBHOTELS,Bhagwati Banquets and Hotels Limited,TGB BANQUETS AND HOTELS LIMITED,31-MAY-2013
THIRUSUGAR,Thiru Arooran Sugar Industries Ltd,Thiru Arooran Sugars Limited,08-JUN-2006
TIMESGUARN,Times Guaranty Financial Ltd,Times Guaranty Limited,13-JAN-1999
TIMKEN,Tata Timken Ltd,TIMKEN INDIA LTD,07-MAR-2001
TITAGRSTEL,Titagarh Steels Ltd,Titagarh Industries Limited,09-JUL-1997
TITAN,Titan Industries Limited,Titan Company Limited,06-DEC-2013
TODAYS,Todays Writing Products Limited,Todays Writing Instruments Limited,16-DEC-2011
TORRENTAEC,Ahmedabad Electricity Co. Ltd,Torrent Power AEC Limited,17-JUN-2005
TORRENTSEC,Surat Electricity Co. Ltd,Torrent Power SEC Limited,07-JUN-2005
TRENT,Lakme Ltd,Trent Limited,11-AUG-1999
TRIDENT,Abhishek Industries Limited,Trident Limited,03-MAY-2011
TRIGYN,Leading Edge Systems Ltd.,Trigyn Technologies Limited,02-AUG-2000
